,run_id,glacier_id,start_date_str,end_date_str
249,Dehecq - CTL,RGI60-14.10100,2000-09-11,2012-09-28
250,Dehecq - CTL,RGI60-14.10101,2000-09-11,2012-09-28
251,Dehecq - CTL,RGI60-14.10549,2000-09-11,2012-09-28
252,Dehecq - CTL,RGI60-14.10550,2000-09-11,2012-09-28
253,Dehecq - CTL,RGI60-14.10551,2000-09-11,2012-09-28
254,Dehecq - CTL,RGI60-14.05944,2000-07-18,2013-05-19
255,Dehecq - CTL,RGI60-14.05963,2000-07-18,2013-05-19
256,Dehecq - CTL,RGI60-14.06629,2000-07-18,2013-05-19
257,Dehecq - CTL,RGI60-14.06794,2000-07-18,2013-05-19
258,Dehecq - CTL,RGI60-14.06796,2000-07-18,2013-05-19
259,Dehecq - CTL,RGI60-14.06797,2000-07-18,2013-05-19
260,Dehecq - CTL,RGI60-14.06798,2000-07-18,2013-05-19
261,Dehecq - CTL,RGI60-14.06799,2000-07-18,2013-05-19
262,Dehecq - CTL,RGI60-14.06800,2000-07-18,2013-05-19
263,Dehecq - CTL,RGI60-14.06801,2000-07-18,2013-05-19
264,Dehecq - CTL,RGI60-14.06802,2000-07-18,2013-05-19
265,Dehecq - CTL,RGI60-14.06803,2000-07-18,2013-05-19
266,Dehecq - CTL,RGI60-14.06804,2000-07-18,2013-05-19
267,Dehecq - CTL,RGI60-14.06805,2000-07-18,2013-05-19
268,Dehecq - CTL,RGI60-14.06806,2000-07-18,2013-05-19
269,Dehecq - CTL,RGI60-14.06807,2000-07-18,2013-05-19
270,Dehecq - CTL,RGI60-14.06808,2000-07-18,2013-05-19
271,Dehecq - CTL,RGI60-14.06809,2000-07-18,2013-05-19
272,Dehecq - CTL,RGI60-14.06810,2000-07-18,2013-05-19
273,Dehecq - CTL,RGI60-14.06811,2000-07-18,2013-05-19
274,Dehecq - CTL,RGI60-14.06812,2000-07-18,2013-05-19
275,Dehecq - CTL,RGI60-14.06813,2000-07-18,2013-05-19
276,Dehecq - CTL,RGI60-14.06816,2000-07-18,2013-05-19
277,Dehecq - CTL,RGI60-14.06817,2000-07-18,2013-05-19
278,Dehecq - CTL,RGI60-14.06818,2000-07-18,2013-05-19
279,Dehecq - CTL,RGI60-14.06819,2000-07-18,2013-05-19
280,Dehecq - CTL,RGI60-14.06820,2000-07-18,2013-05-19
281,Dehecq - CTL,RGI60-14.06821,2000-07-18,2013-05-19
